id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
pcg_1011,Capital subscris nevărsat,1011,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1012,Capital subscris vărsat,1012,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1015,Patrimoniul regiei,1015,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1016,Patrimoniul public,1016,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_public_patrimony,False
pcg_1017,Patrimoniul privat,1017,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_private_patrimony,False
pcg_1018,Patrimoniul institutelor naționale de cercetare-dezvoltare,1018,account.data_account_type_equity,l10n_ro.ro_chart_template,,False
pcg_1031,Beneficii acordate angajaților sub forma instrumentelor de capitaluri proprii,1031,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1033,Diferențe de curs valutar în relație cu investiția netă într-o entitate străină,1033,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1038,Diferențe din modificarea valorii juste a activelor financiare disponibile în vederea vânzării și alte elemente de capitaluri proprii,1038,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_capital,False
pcg_1041,Prime de emisiune,1041,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_share_premium,False
pcg_1042,Prime de fuziune/divizare,1042,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_share_premium,False
pcg_1043,Prime de aport,1043,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_share_premium,False
pcg_1044,Prime de conversie a obligațiunilor în acțiuni,1044,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_share_premium,False
pcg_105,Rezerve din reevaluare,105,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_revaluation_reserves,False
pcg_1061,Rezerve legale,1061,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1063,Rezerve statutare sau contractuale,1063,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1068,Alte rezerve,1068,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_107,Diferențe de curs valutar din conversie,107,account.data_account_type_equity,l10n_ro.ro_chart_template,,False
pcg_1081,Interese care nu controlează - rezultatul exercițiului financiar,1081,account.data_account_type_equity,l10n_ro.ro_chart_template,,False
pcg_1082,Interese care nu controlează - alte capitaluri proprii,1082,account.data_account_type_equity,l10n_ro.ro_chart_template,,False
pcg_1091,Acțiuni proprii deținute pe termen scurt,1091,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_own_shares,False
pcg_1092,Acțiuni proprii deținute pe termen lung,1092,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_own_shares,False
pcg_1095,Acțiuni proprii reprezentând titluri deținute de societatea absorbită la societatea absorbantă,1095,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_own_shares,False
pcg_1171,Rezultatul reportat reprezentând profitul nerepartizat sau pierderea neacoperită,1171,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_1172,"Rezultatul reportat provenit din adoptarea pentru prima dată a IAS, mai puțin IAS 29",1172,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_1173,Rezultatul reportat provenit din modificările politicilor contabile,1173,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_1174,Rezultatul reportat provenit din corectarea erorilor contabile,1174,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_1175,Rezultatul reportat reprezentând surplusul realizat din rezerve din reevaluare,1175,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_1176,Rezultatul reportat provenit din trecerea la aplicarea reglementărilor contabile conforme cu directivele europene,1176,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_results_before_ias29,False
pcg_121,Profit sau pierdere,121,account.data_unaffected_earnings,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_profit_or_loss,False
pcg_129,Repartizarea profitului,129,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_profit_distribution,False
pcg_1411,Câștiguri legate de vânzarea instrumentelor de capitaluri proprii,1411,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1412,Câștiguri legate de anularea instrumentelor de capitaluri proprii,1412,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1491,Pierderi rezultate din vânzarea instrumentelor de capitaluri proprii,1491,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1495,"Pierderi rezultate din reorganizări, care sunt determinate de anularea titlurilor deținute",1495,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1498,Alte pierderi legate de instrumentele de capitaluri proprii,1498,account.data_account_type_equity,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_reserves,False
pcg_1511,Provizioane pentru litigii,1511,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1512,Provizioane pentru garanții acordate clienților,1512,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1513,Provizioane pentru dezafectare imobilizări corporale și alte acțiuni similare legate de acestea,1513,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1514,Provizioane pentru restructurare,1514,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1515,Provizioane pentru pensii și obligații similare,1515,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1516,Provizioane pentru impozite,1516,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1517,Provizioane pentru terminarea contractului de muncă,1517,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_1518,Alte provizioane,1518,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_provision,False
pcg_16141,Împrumuturi externe din emisiuni de obligațiuni garantate de stat - reluate intr-o perioada de pana la un an,16141,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16142,Împrumuturi externe din emisiuni de obligațiuni garantate de stat - reluate intr-o perioada mal mare de un an,16142,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16151,Împrumuturi externe din emisiuni de obligațiuni garantate de bănci - reluate intr-o perioada de pana la un an,16151,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16152,Împrumuturi externe din emisiuni de obligațiuni garantate de bănci - reluate intr-o perioada mal mare de un an,16152,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16171,Împrumuturi interne din emisiuni de obligațiuni garantate de stat - reluate intr-o perioada de pana la un an,16171,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16172,Împrumuturi interne din emisiuni de obligațiuni garantate de stat - reluate intr-o perioada mal mare de un an,16172,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16181,Alte împrumuturi din emisiuni de obligațiuni - reluate intr-o perioada de pana la un an,16181,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16182,Alte împrumuturi din emisiuni de obligațiuni - reluate intr-o perioada mal mare de un an,16182,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16211,Credite bancare pe termen lung - reluate intr-o perioada de pana la un an,16211,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16212,Credite bancare pe termen lung - reluate intr-o perioada mal mare de un an,16212,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16221,Credite bancare pe termen lung nerambursate la scadență - reluate intr-o perioada de pana la un an,16221,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16222,Credite bancare pe termen lung nerambursate la scadență - reluate intr-o perioada mal mare de un an,16222,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16231,Credite externe guvernamentale - reluate intr-o perioada de pana la un an,16231,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16232,Credite externe guvernamentale - reluate intr-o perioada mal mare de un an,16232,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16241,Credite bancare externe garantate de stat - reluate intr-o perioada de pana la un an,16241,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16242,Credite bancare externe garantate de stat - reluate intr-o perioada mal mare de un an,16242,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16251,Credite bancare externe garantate de bănci - reluate intr-o perioada de pana la un an,16251,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16252,Credite bancare externe garantate de bănci - reluate intr-o perioada mal mare de un an,16252,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16261,Credite de la trezoreria statului - reluate intr-o perioada de pana la un an,16261,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16262,Credite de la trezoreria statului - reluate intr-o perioada mal mare de un an,16262,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16271,Credite bancare interne garantate de stat - reluate intr-o perioada de pana la un an,16271,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16272,Credite bancare interne garantate de stat - reluate intr-o perioada mal mare de un an,16272,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16611,Datorii față de entitățile afiliate - reluate intr-o perioada de pana la un an,16611,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16612,Datorii față de entitățile afiliate - reluate intr-o perioada mal mare de un an,16612,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16631,Datorii față de entitățile asociate și entitățile controlate în comun - reluate intr-o perioada de pana la un an,16631,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16632,Datorii față de entitățile asociate și entitățile controlate în comun - reluate intr-o perioada mal mare de un an,16632,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_1671,Alte împrumuturi și datorii asimilate - reluate intr-o perioada de pana la un an,1671,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_1672,Alte împrumuturi și datorii asimilate - reluate intr-o perioada mal mare de un an,1672,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16811,Dobânzi aferente împrumuturilor din emisiuni de obligațiuni - reluate intr-o perioada de pana la un an,16811,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16812,Dobânzi aferente împrumuturilor din emisiuni de obligațiuni - reluate intr-o perioada mal mare de un an,16812,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16821,Dobânzi aferente creditelor bancare pe termen lung - reluate intr-o perioada de pana la un an,16821,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16822,Dobânzi aferente creditelor bancare pe termen lung - reluate intr-o perioada mal mare de un an,16822,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16851,Dobânzi aferente datoriilor față de entitățile afiliate - reluate intr-o perioada de pana la un an,16851,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16852,Dobânzi aferente datoriilor față de entitățile afiliate - reluate intr-o perioada mal mare de un an,16852,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16861,Dobânzi aferente datoriilor fată de entitătile asociate și entitățile controlate în comun - reluate intr-o perioada de pana la un an,16861,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16862,Dobânzi aferente datoriilor fată de entitătile asociate și entitățile controlate în comun - reluate intr-o perioada mal mare de un an,16862,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16871,Dobânzi aferente altor împrumuturi și datorii asimilate - reluate intr-o perioada de pana la un an,16871,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16872,Dobânzi aferente altor împrumuturi și datorii asimilate - reluate intr-o perioada mal mare de un an,16872,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16911,Prime privind rambursarea obligațiunilor - reluate intr-o perioada de pana la un an,16911,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16912,Prime privind rambursarea obligațiunilor - reluate intr-o perioada mal mare de un an,16912,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_16921,Prime privind rambursarea altor datorii - reluate intr-o perioada de pana la un an,16921,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_16922,Prime privind rambursarea altor datorii - reluate intr-o perioada mal mare de un an,16922,account.data_account_type_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_201,Cheltuieli de constituire,201,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_203,Cheltuieli de dezvoltare,203,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_205,"Concesiuni, brevete, licențe, mărci comerciale, drepturi și active similare",205,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_206,Active necorporale de explorare și evaluare a resurselor minerale,206,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2071,Fond comercial pozitiv,2071,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2075,Fond comercial negativ,2075,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_negative_goodwill,False
pcg_208,Alte imobilizări necorporale,208,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2111,Terenuri,2111,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2112,Amenajări de terenuri,2112,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_212,Construcții,212,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2131,"Echipamente tehnologice (mașini, utilaje și instalații de lucru)",2131,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2132,"Aparate și instalații de măsurare, control și reglare",2132,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2133,Mijloace de transport,2133,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_214,"Mobilier, aparatură birotică, echipamente de protecție a valorilor umane și materiale și alte active corporale",214,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_215,Investiții imobiliare,215,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_216,Active corporale de explorare și evaluare a resurselor minerale,216,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_217,Active biologice productive,217,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_bio_asset,False
pcg_223,Instalații tehnice și mijloace de transport în curs de aprovizionare,223,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_224,"Mobilier, aparatură birotică, echipamente de protecție a valorilor umane și materiale și alte active corporale în curs de aprovizionare",224,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_227,Active biologice productive în curs de aprovizionare,227,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_bio_asset,False
pcg_231,Imobilizări corporale în curs de execuție,231,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_235,Investiții imobiliare în curs de execuție,235,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_261,Acțiuni deținute la entitățile afiliate,261,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_262,Acțiuni deținute la entități asociate,262,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_263,Acțiuni deținute la entități controlate în comun,263,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_264,Titluri puse în echivalență,264,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_265,Alte titluri imobilizate,265,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_266,Certificate verzi amânate,266,account.data_account_type_fixed_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_2671,Sume de încasat de la entitățile afiliate,2671,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_2672,Dobânda aferentă sumelor de încasat de la entitățile afiliate,2672,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_2673,Creanțe față de entitățile asociate și entitățile controlate în comun,2673,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_receivables,False
pcg_2674,Dobânda aferentă creanțelor față de entitățile asociate și entitățile controlate în comun,2674,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_receivables,False
pcg_2675,Împrumuturi acordate pe termen lung,2675,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_26751,Împrumuturi acordate pe termen lung - creanțe,26751,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_receivables,True
pcg_2676,Dobânda aferentă împrumuturilor acordate pe termen lung,2676,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_26761,Dobânda aferentă împrumuturilor acordate pe termen lung - creanțe,26761,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_receivables,True
pcg_2677,Obligațiuni achiziționate cu ocazia emisiunilor efectuate de terți,2677,account.data_account_type_non_current_assets,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_2678,Alte creanțe imobilizate,2678,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_2679,Dobânzi aferente altor creanțe imobilizate,2679,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_financial_asset,False
pcg_26911,Vărsăminte de efectuat privind acțiunile deținute la entitățile afiliate - reluate intr-o perioada de pana la un an,26911,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_26912,Vărsăminte de efectuat privind acțiunile deținute la entitățile afiliate - reluate intr-o perioada mal mare de un an,26912,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_26921,Vărsăminte de efectuat privind acțiunile deținute la entități asociate - reluate intr-o perioada de pana la un an,26921,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_26922,Vărsăminte de efectuat privind acțiunile deținute la entități asociate - reluate intr-o perioada mal mare de un an,26922,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_26931,Vărsăminte de efectuat privind acțiunile deținute la entități controlate în comun - reluate intr-o perioada de pana la un an,26931,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_26932,Vărsăminte de efectuat privind acțiunile deținute la entități controlate în comun - reluate intr-o perioada mal mare de un an,26932,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_26951,Vărsăminte de efectuat pentru alte imobilizări financiare - reluate intr-o perioada de pana la un an,26951,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_less_year,False
pcg_26952,Vărsăminte de efectuat pentru alte imobilizări financiare - reluate intr-o perioada mal mare de un an,26952,account.data_account_type_non_current_liabilities,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_liabilities_more_year,False
pcg_2801,Amortizarea cheltuielilor de constituire,2801,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2803,Amortizarea cheltuielilor de dezvoltare,2803,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2805,"Amortizarea concesiunilor, brevetelor, licențelor, mărcilor comerciale, drepturilor și activelor similare",2805,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2806,Amortizarea activelor necorporale de explorare și evaluare a resurselor minerale,2806,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2807,Amortizarea fondului comercial,2807,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2808,Amortizarea altor imobilizări necorporale,2808,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2811,Amortizarea amenajărilor de terenuri,2811,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2812,Amortizarea construcțiilor,2812,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2813,Amortizarea instalațiilor și mijloacelor de transport,2813,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2814,Amortizarea altor imobilizări corporale,2814,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2815,Amortizarea investițiilor imobiliare,2815,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2816,Amortizarea activelor corporale de explorare și evaluare a resurselor minerale,2816,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2817,Amortizarea activelor biologice productive,2817,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_bio_asset,False
pcg_2903,Ajustări pentru deprecierea cheltuielilor de dezvoltare,2903,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2905,"Ajustări pentru deprecierea concesiunilor, brevetelor, licențelor, mărcilor comerciale, drepturilor și activelor similare",2905,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2906,Ajustări pentru deprecierea activelor necorporale de explorare și evaluare a resurselor minerale,2906,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2908,Ajustări pentru deprecierea altor imobilizări necorporale,2908,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_intangible_asset,False
pcg_2911,Ajustări pentru deprecierea terenurilor și amenajărilor de terenuri,2911,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2912,Ajustări pentru deprecierea construcțiilor,2912,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2913,Ajustări pentru deprecierea instalațiilor și mijloacelor de transport,2913,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2914,Ajustări pentru deprecierea altor imobilizări corporale,2914,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
pcg_2915,Ajustări pentru deprecierea investițiilor imobiliare,2915,account.data_account_type_depreciation,l10n_ro.ro_chart_template,l10n_ro.account_tag_bs_tangible_asset,False
