"id","code","name","account_type","reconcile","chart_template_id:id"
"7510","7510","Software expenses","data_account_type_expenses","FALSE","l10n_uk"
"7511","7511","Other computer costs","data_account_type_expenses","FALSE","l10n_uk"
"7512","7512","Recruitment fees","data_account_type_expenses","FALSE","l10n_uk"
"7513","7513","Other admin expenses","data_account_type_expenses","FALSE","l10n_uk"
"7700","7700","Exchange gains/losses","data_account_type_expenses","FALSE","l10n_uk"
"7710","7710","Other sundry expenses","data_account_type_expenses","FALSE","l10n_uk"
"7850","7850","Bad debts","data_account_type_expenses","FALSE","l10n_uk"
"7910","7910","Bank, credit card and other financial charges","data_account_type_expenses","FALSE","l10n_uk"
"8000","8000","Intangible assets depn","data_account_type_expenses","FALSE","l10n_uk"
"8001","8001","Tangible assets depn","data_account_type_expenses","FALSE","l10n_uk"
"8200","8200","Donations","data_account_type_expenses","FALSE","l10n_uk"
"8300","8300","Entertaining","data_account_type_expenses","FALSE","l10n_uk"
"8400","8400","Insurance","data_account_type_expenses","FALSE","l10n_uk"
"8500","8500","Travel and subsistence","data_account_type_expenses","FALSE","l10n_uk"
"9000","9000","Profits/Losses on disposals of assets","data_account_type_revenue","FALSE","l10n_uk"
"4900","4900","Bank Interest received","data_account_type_revenue","FALSE","l10n_uk"
"4910","4910","Investment Interest received","data_account_type_revenue","FALSE","l10n_uk"
"7900","7900","Interest paid","data_account_type_expenses","FALSE","l10n_uk"
"8800","8800","Corporation tax expense","data_account_type_expenses","FALSE","l10n_uk"
