id,name,code,account_type,chart_template_id/id,reconcile
pcg_40171,Fournisseurs : Retenues de garantie – Publics,40171,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_40172,Fournisseurs : Retenues de garantie – Privés,40172,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_40173,Fournisseurs : Retenues de garantie – Etrangers,40173,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4031,Effets à payer aux fournisseurs de stocks,4031,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4032,Effets à payer aux fournisseurs de services,4032,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4041,Fournisseurs d'immobilisations : Nationaux – Publics,4041,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4042,Fournisseurs d'immobilisations : Nationaux – Privés,4042,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4043,Fournisseurs d'immobilisations : Etrangers,4043,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4047,Fournisseurs d'immobilisations - Retenues de garantie,4047,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_405,Fournisseurs d'immobilisations - Effets à payer,405,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4081,Fournisseurs de stocks nationaux : Factures non parvenues,4081,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4082,Fournisseurs de services – factures non parvenues,4082,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4083,Factures à recevoir des Fournisseurs d’immobilisations,4083,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4086,"Factures à recevoir des Consultants, CAC et Experts",4086,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4088,Fournisseurs : Intérêts courus à payer,4088,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_40913,Avances et acomptes sur acquisition de Stocks,40913,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_40916,Avances et acomptes sur achats de services,40916,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4094,"Autres avances et acomptes (Consultants, CAC et Experts)",4094,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4096,Fournisseurs : Créances pour emballages et matériels à rendre,4096,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4097,Fournisseurs à soldes débiteurs (à détailler par code Tiers),4097,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4098,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus",4098,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4111,Clients : Ventes de biens et services,4111,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4114,Clients : Autres créances diverses,4114,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4117,Clients : Retenues de garantie,4117,data_account_type_receivable,l10n_dz_pcg_chart_template,True
dz_pcg_recv_pos,Clients : effets à recevoir (PoS),412,data_account_type_receivable,l10n_dz_pcg_chart_template,True
dz_pcg_recv,Clients : effets à recevoir,413,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4161,Clients douteux : secteur public,4161,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4162,Clients douteux : secteur privé,4162,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4171,Créances sur travaux en cours (à l'avancement),4171,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4172,Créances sur prestations en cours (à l'avancement),4172,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4181,Clients - Factures à établir – Secteur Public,4181,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4182,Clients : Factures à établir – Secteur Privé,4182,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4188,Clients : intérêts moratoires à facturer,4188,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4191,Clients - Avances et acomptes reçus sur commandes,4191,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4196,Clients - Dettes pour emballages et matériels consignés ,4196,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4197,Clients à solde créditeur (à détailler par code Tiers),4197,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4198,"Rabais, remises, ristournes à accorder et autres avoirs à établir",4198,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4211,Salaires et appointements à payer,4211,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4212,Présalaires à payer,4212,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4213,Soldes de tout compte restant dus,4213,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4221,Contributions annuelles à payer (3%),4221,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4229,Autres avances pour le compte des œuvres sociales,4229,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4231,Quote-part de bénéfice attribuée au personnel,4231,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4251,Avances sur salaires,4251,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4256,Avances sur frais de mission,4256,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4258,Autres avances exceptionnelles,4258,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4261,Frais médicaux à rembourser,4261,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4268,Autres dépôts et prestations reçus au profit du personnel,4268,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4271,Saisie-arrêt et cession de rémunération (sur décision de Justice),4271,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4272,Retenue sur prêts sociaux,4272,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4273,Retenue pour fonds de solidarité nationale et internationale,4273,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4274,Retenue sur loyers logements du personnel,4274,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4275,Salaires bloqués,4275,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4278,Autres retenues sur salaires,4278,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4281,Dettes provisionnées pour congés à payer,4281,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4286,Frais de mission à payer,4286,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4288,Personnel : Autres charges à payer,4288,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4289,Personnel : Produits à recevoir,4289,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4311,Retenue sécurité sociale (part des employés),4311,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4312,Cotisations FNPOS,4312,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4313,CNAS à payer (part employeur),4313,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4314,Cotisations CASNOS à payer,4314,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4321,Cotisations Mutuelle à payer,4321,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4322,Cotisations OPREBAT à payer,4322,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4323,Cotisations CACOBATPH à payer,4323,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4326,Assurance groupe (Quote-part employeur) à payer,4326,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4327,Assurance groupe (Quote-part des travailleurs) à payer,4327,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4328,Autres organismes sociaux,4328,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4386,Organismes sociaux : Charges sociales sur congés à payer,4386,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4388,Organismes sociaux : Autres charges à payer,4388,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4389,Organismes sociaux : Produits à recevoir,4389,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4411,Subventions d'investissement à recevoir,4411,data_account_type_receivable,l10n_dz_pcg_chart_template,True
