"id","code","name","account_type","chart_template_id/id","reconcile","tag_ids/id"
"account_7800","7800","Matkakulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_in_machinery_and_equipment_expenses"
"account_7950","7950","Edustuskulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_travelling"
"account_8000","8000","Myyntikulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_representation"
"account_8050","8050","Markkinointikulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_selling_expenses"
"account_8300","8300","Tutkimus- ja kehityskulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_marketing_expenses"
"account_8370","8370","Ostetut hallintopalvelut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_research_and_development"
"account_8450","8450","Muut hallintokulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_administrative_services"
"account_8451","8451","Puhelin- ja tietoliikennekulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_8452","8452","Vakuutukset ja vahingonkorvaukset","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8453","8453","Toimisto- ja hallintokulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8455","8455","Muut hallintokulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8700","8700","Muut liikekulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8730","8730","Myynnin luottotappiot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8790","8790","Fuusiotappio","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8800","8800","Vähennyskelvottomat liikekulut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8850","8850","Käyttöomaisuuden luovutustappiot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8890","8890","Täsmäytyserot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8990","8990","Osuus osakkuusyritysten tuloksesta","data_account_type_expenses","l10n_fi.fi_chart_template","False",
"account_9000","9000","Tuotot osuuksista saman konsernin yrityksissä","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_shares_in_group"
"account_9030","9030","Osuus osakkuusyritysten voitosta (tappiosta)","data_account_type_other_income","l10n_fi.fi_chart_template","False",
"account_9040","9040","Tuotot osuuksista omistusyhteysyrityksissä","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_associated_company"
"account_9070","9070","Tuotot osuuksista muissa omistusyhteysyrityksissä","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_associated_company"
"account_9080","9080","Sijoitustuotot pysyvien vastaavien sijoituksista, konserni","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_investment_income_other_current_assets_group"
"account_9090","9090","Sijoitustuotot pysyvien vastaavien sijoituksista, muut","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_investment_income_from_fixed_assets"
"account_9150","9150","Muut korko- ja rahoitustuotot, konserni","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_interest_and_financial_income_from_group"
"account_9160","9160","Muut korko- ja rahoitustuotot, muut","data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_interest_and_financial_income"
"account_9300","9300","Arvonalentumiset pysyvien vastaavien sijoituksista","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_on_investments_in_fixed_assets"
"account_9370","9370","Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_financial_assets_current_assets"
"account_9420","9420","Korkokulut ja muut rahoituskulut, konserni","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_financial_expenses_group"
"account_9440","9440","Korkokulut ja muut rahoituskulut, muut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_financial_expenses"
"account_9800","9800","Poistoeron lisäys (-) tai vähennys (+)","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_depreciation_difference"
"account_9840","9840","Verotusperusteisten varausten lisäys (-) tai vähennys (+)","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_provisions"
"account_9850","9850","Konserniavustukset, saadut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9860","9860","Konserniavustukset, maksetut","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9900","9900","Tilikauden ja aikaisempien tilikausien verot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9970","9970","Laskennalliset verot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9980","9980","Muut välittömät verot","data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9990","9990","Vähemmistöosuudet","data_account_type_expenses","l10n_fi.fi_chart_template","False",
